epoch,train_instance_acc,test_instance_acc,test_class_acc,best_instance_acc,best_class_acc,learning_rate,global_step
41,0.9529246794871795,0.9751984126984127,0.9733495901576404,0.9751984126984127,0.9733495901576404,0.00049,12792
42,0.9493189102564102,0.9742063492063492,0.9750342687030409,0.9751984126984127,0.9750342687030409,0.00049,13104
43,0.9561298076923077,0.9742063492063492,0.9680135265327132,0.9751984126984127,0.9750342687030409,0.00049,13416
44,0.9557291666666666,0.9652777777777778,0.9645299703091282,0.9751984126984127,0.9750342687030409,0.00049,13728
45,0.9605368589743589,0.9692460317460317,0.9672317759263116,0.9751984126984127,0.9750342687030409,0.00049,14040
46,0.9561298076923077,0.9583333333333334,0.9594201377346583,0.9751984126984127,0.9750342687030409,0.00049,14352
47,0.9593349358974359,0.9652777777777778,0.9654125475781555,0.9751984126984127,0.9750342687030409,0.00049,14664
48,0.9557291666666666,0.9682539682539683,0.9679383407948124,0.9751984126984127,0.9750342687030409,0.00049,14976
49,0.9593349358974359,0.9821428571428571,0.9827426322860475,0.9821428571428571,0.9827426322860475,0.00049,15288
50,0.952323717948718,0.9791666666666666,0.9777854636763651,0.9821428571428571,0.9827426322860475,0.00049,15600
51,0.9575320512820513,0.9791666666666666,0.9775723924102913,0.9821428571428571,0.9827426322860475,0.00049,15912
52,0.9521233974358975,0.9742063492063492,0.9750251839480122,0.9821428571428571,0.9827426322860475,0.00049,16224
53,0.9609375,0.9761904761904762,0.978573662736012,0.9821428571428571,0.9827426322860475,0.00049,16536
54,0.9639423076923077,0.9672619047619048,0.9653469192598999,0.9821428571428571,0.9827426322860475,0.00049,16848
55,0.9621394230769231,0.9692460317460317,0.9676192400783045,0.9821428571428571,0.9827426322860475,0.00049,17160
56,0.9581330128205128,0.9801587301587301,0.9787660110150369,0.9821428571428571,0.9827426322860475,0.00049,17472
57,0.9653445512820513,0.9672619047619048,0.9703149664676101,0.9821428571428571,0.9827426322860475,0.00049,17784
58,0.9635416666666666,0.9672619047619048,0.9654947165341646,0.9821428571428571,0.9827426322860475,0.00049,18096
59,0.9605368589743589,0.9801587301587301,0.9793729125477892,0.9821428571428571,0.9827426322860475,0.00049,18408
60,0.9633413461538461,0.9861111111111112,0.9843299357186763,0.9861111111111112,0.9843299357186763,0.000343,18720
61,0.9741586538461539,0.9791666666666666,0.9786484446434149,0.9861111111111112,0.9843299357186763,0.000343,19032
62,0.96875,0.9811507936507936,0.9811560456254886,0.9861111111111112,0.9843299357186763,0.000343,19344
63,0.9697516025641025,0.9771825396825397,0.9770182864720965,0.9861111111111112,0.9843299357186763,0.000343,19656
64,0.969551282051282,0.9662698412698413,0.9648757587922583,0.9861111111111112,0.9843299357186763,0.000343,19968
65,0.9673477564102564,0.9801587301587301,0.9812447304285096,0.9861111111111112,0.9843299357186763,0.000343,20280
66,0.9681490384615384,0.9732142857142857,0.9730729689269964,0.9861111111111112,0.9843299357186763,0.000343,20592
67,0.9647435897435898,0.9722222222222222,0.9725497595723234,0.9861111111111112,0.9843299357186763,0.000343,20904
68,0.9657451923076923,0.9672619047619048,0.9676820601700287,0.9861111111111112,0.9843299357186763,0.000343,21216
69,0.9705528846153846,0.9791666666666666,0.9812909333603717,0.9861111111111112,0.9843299357186763,0.000343,21528
70,0.9701522435897436,0.9742063492063492,0.9717394126969893,0.9861111111111112,0.9843299357186763,0.000343,21840
71,0.9743589743589743,0.9761904761904762,0.9758733585521432,0.9861111111111112,0.9843299357186763,0.000343,22152
72,0.9673477564102564,0.9712301587301587,0.9737738522972659,0.9861111111111112,0.9843299357186763,0.000343,22464
73,0.9655448717948718,0.9742063492063492,0.974882951888832,0.9861111111111112,0.9843299357186763,0.000343,22776
74,0.9705528846153846,0.9732142857142857,0.9727320455839477,0.9861111111111112,0.9843299357186763,0.000343,23088
75,0.967948717948718,0.9761904761904762,0.9728370176604881,0.9861111111111112,0.9843299357186763,0.000343,23400
76,0.9717548076923077,0.9712301587301587,0.9685651827267409,0.9861111111111112,0.9843299357186763,0.000343,23712
77,0.9779647435897436,0.9732142857142857,0.9737404157044981,0.9861111111111112,0.9843299357186763,0.000343,24024
78,0.9725560897435898,0.9702380952380952,0.9715399424857593,0.9861111111111112,0.9843299357186763,0.000343,24336
79,0.9739583333333334,0.9722222222222222,0.9710568363398787,0.9861111111111112,0.9843299357186763,0.000343,24648
80,0.9713541666666666,0.9801587301587301,0.9799672638125067,0.9861111111111112,0.9843299357186763,0.00024009999999999998,24960
81,0.9735576923076923,0.9771825396825397,0.9775267147112849,0.9861111111111112,0.9843299357186763,0.00024009999999999998,25272
82,0.977363782051282,0.9791666666666666,0.9772043136451242,0.9861111111111112,0.9843299357186763,0.00024009999999999998,25584
83,0.9753605769230769,0.9791666666666666,0.9772841201587747,0.9861111111111112,0.9843299357186763,0.00024009999999999998,25896
84,0.9769631410256411,0.9781746031746031,0.9764193336057341,0.9861111111111112,0.9843299357186763,0.00024009999999999998,26208
85,0.977363782051282,0.9801587301587301,0.9814279552556762,0.9861111111111112,0.9843299357186763,0.00024009999999999998,26520
86,0.9759615384615384,0.9801587301587301,0.9791245836168854,0.9861111111111112,0.9843299357186763,0.00024009999999999998,26832
87,0.9761618589743589,0.9821428571428571,0.9795002716851373,0.9861111111111112,0.9843299357186763,0.00024009999999999998,27144
88,0.9747596153846154,0.9831349206349206,0.9817893012587444,0.9861111111111112,0.9843299357186763,0.00024009999999999998,27456
89,0.9771634615384616,0.9841269841269841,0.9847932649039812,0.9861111111111112,0.9847932649039812,0.00024009999999999998,27768
90,0.9781650641025641,0.9821428571428571,0.9795639069515378,0.9861111111111112,0.9847932649039812,0.00024009999999999998,28080
91,0.9789663461538461,0.9841269841269841,0.9821629775689213,0.9861111111111112,0.9847932649039812,0.00024009999999999998,28392
92,0.9819711538461539,0.9742063492063492,0.972396913976471,0.9861111111111112,0.9847932649039812,0.00024009999999999998,28704
93,0.9779647435897436,0.9742063492063492,0.9741624846109461,0.9861111111111112,0.9847932649039812,0.00024009999999999998,29016
94,0.9779647435897436,0.9821428571428571,0.9810644189551787,0.9861111111111112,0.9847932649039812,0.00024009999999999998,29328
95,0.9791666666666666,0.9781746031746031,0.9775228305789503,0.9861111111111112,0.9847932649039812,0.00024009999999999998,29640
96,0.9789663461538461,0.9781746031746031,0.977017838550332,0.9861111111111112,0.9847932649039812,0.00024009999999999998,29952
97,0.9795673076923077,0.9751984126984127,0.9728200308991157,0.9861111111111112,0.9847932649039812,0.00024009999999999998,30264
98,0.9777644230769231,0.9841269841269841,0.9830682419230371,0.9861111111111112,0.9847932649039812,0.00024009999999999998,30576
99,0.9755608974358975,0.9831349206349206,0.9816984006356335,0.9861111111111112,0.9847932649039812,0.00024009999999999998,30888
100,0.9807692307692307,0.9861111111111112,0.9862341661114893,0.9861111111111112,0.9862341661114893,0.00016806999999999998,31200
